Model,Layer,Dataset,Index,Label,Pred_M,Pred_SoM,Pred_hG,Correct_M,Correct_SoM,Correct_hG
Llama-3.1-8B,30,piqa,847,1,1,0,0,1,0,0
Llama-3.1-8B,30,piqa,848,1,0,0,0,0,0,0
Llama-3.1-8B,30,piqa,849,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,850,1,0,0,0,0,0,0
Llama-3.1-8B,30,piqa,851,0,1,1,1,0,0,0
Llama-3.1-8B,30,piqa,852,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,853,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,854,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,855,0,1,1,1,0,0,0
Llama-3.1-8B,30,piqa,856,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,857,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,858,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,859,1,1,0,0,1,0,0
Llama-3.1-8B,30,piqa,860,1,0,0,0,0,0,0
Llama-3.1-8B,30,piqa,861,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,862,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,863,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,864,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,865,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,866,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,867,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,868,1,0,1,1,0,1,1
Llama-3.1-8B,30,piqa,869,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,870,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,871,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,872,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,873,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,874,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,875,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,876,0,1,1,1,0,0,0
Llama-3.1-8B,30,piqa,877,1,0,0,0,0,0,0
Llama-3.1-8B,30,piqa,878,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,879,0,0,1,1,1,0,0
Llama-3.1-8B,30,piqa,880,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,881,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,882,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,883,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,884,1,1,0,0,1,0,0
Llama-3.1-8B,30,piqa,885,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,886,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,887,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,888,1,0,0,0,0,0,0
Llama-3.1-8B,30,piqa,889,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,890,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,891,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,892,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,893,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,894,1,1,0,0,1,0,0
Llama-3.1-8B,30,piqa,895,1,0,0,0,0,0,0
Llama-3.1-8B,30,piqa,896,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,897,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,898,1,1,0,0,1,0,0
Llama-3.1-8B,30,piqa,899,0,1,1,1,0,0,0
Llama-3.1-8B,30,piqa,900,1,1,0,0,1,0,0
Llama-3.1-8B,30,piqa,901,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,902,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,903,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,904,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,905,1,0,0,0,0,0,0
Llama-3.1-8B,30,piqa,906,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,907,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,908,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,909,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,910,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,911,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,912,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,913,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,914,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,915,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,916,1,0,0,0,0,0,0
Llama-3.1-8B,30,piqa,917,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,918,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,919,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,920,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,921,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,922,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,923,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,924,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,925,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,926,1,0,0,0,0,0,0
Llama-3.1-8B,30,piqa,927,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,928,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,929,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,930,0,1,1,1,0,0,0
Llama-3.1-8B,30,piqa,931,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,932,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,933,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,934,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,935,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,936,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,937,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,938,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,939,1,0,0,0,0,0,0
Llama-3.1-8B,30,piqa,940,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,941,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,942,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,943,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,944,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,945,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,946,1,0,0,0,0,0,0
Llama-3.1-8B,30,piqa,947,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,948,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,949,0,1,1,1,0,0,0
Llama-3.1-8B,30,piqa,950,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,951,1,1,0,0,1,0,0
Llama-3.1-8B,30,piqa,952,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,953,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,954,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,955,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,956,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,957,1,0,0,0,0,0,0
Llama-3.1-8B,30,piqa,958,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,959,1,0,0,0,0,0,0
Llama-3.1-8B,30,piqa,960,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,961,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,962,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,963,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,964,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,965,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,966,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,967,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,968,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,969,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,970,1,1,0,0,1,0,0
Llama-3.1-8B,30,piqa,971,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,972,0,0,1,1,1,0,0
Llama-3.1-8B,30,piqa,973,1,0,0,0,0,0,0
Llama-3.1-8B,30,piqa,974,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,975,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,976,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,977,1,1,0,0,1,0,0
Llama-3.1-8B,30,piqa,978,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,979,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,980,1,0,1,1,0,1,1
Llama-3.1-8B,30,piqa,981,1,1,0,0,1,0,0
Llama-3.1-8B,30,piqa,982,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,983,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,984,1,0,0,0,0,0,0
Llama-3.1-8B,30,piqa,985,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,986,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,987,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,988,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,989,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,990,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,991,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,992,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,993,1,1,1,1,1,1,1
Llama-3.1-8B,30,piqa,994,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,995,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,996,1,0,0,0,0,0,0
Llama-3.1-8B,30,piqa,997,0,1,1,1,0,0,0
Llama-3.1-8B,30,piqa,998,0,0,0,0,1,1,1
Llama-3.1-8B,30,piqa,999,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,0,3,2,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,1,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,2,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,3,2,2,0,0,1,0,0
Llama-3.1-8B,30,hellaswag,4,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,5,1,2,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,6,2,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,7,0,3,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,8,1,2,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,9,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,10,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,11,3,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,12,2,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,13,2,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,14,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,15,3,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,16,2,2,1,1,1,0,0
Llama-3.1-8B,30,hellaswag,17,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,18,1,1,0,0,1,0,0
Llama-3.1-8B,30,hellaswag,19,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,20,1,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,21,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,22,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,23,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,24,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,25,3,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,26,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,27,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,28,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,29,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,30,1,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,31,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,32,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,33,2,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,34,0,1,0,0,0,1,1
Llama-3.1-8B,30,hellaswag,35,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,36,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,37,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,38,2,2,3,3,1,0,0
Llama-3.1-8B,30,hellaswag,39,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,40,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,41,2,2,0,0,1,0,0
Llama-3.1-8B,30,hellaswag,42,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,43,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,44,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,45,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,46,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,47,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,48,3,2,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,49,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,50,2,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,51,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,52,2,2,1,1,1,0,0
Llama-3.1-8B,30,hellaswag,53,3,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,54,1,2,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,55,1,0,1,1,0,1,1
Llama-3.1-8B,30,hellaswag,56,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,57,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,58,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,59,1,3,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,60,1,2,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,61,1,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,62,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,63,1,3,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,64,3,2,3,3,0,1,1
Llama-3.1-8B,30,hellaswag,65,2,2,0,0,1,0,0
Llama-3.1-8B,30,hellaswag,66,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,67,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,68,0,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,69,0,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,70,2,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,71,2,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,72,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,73,1,1,0,0,1,0,0
Llama-3.1-8B,30,hellaswag,74,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,75,2,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,76,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,77,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,78,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,79,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,80,3,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,81,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,82,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,83,1,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,84,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,85,1,1,0,0,1,0,0
Llama-3.1-8B,30,hellaswag,86,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,87,0,0,1,1,1,0,0
Llama-3.1-8B,30,hellaswag,88,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,89,2,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,90,1,2,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,91,3,3,1,1,1,0,0
Llama-3.1-8B,30,hellaswag,92,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,93,0,0,3,3,1,0,0
Llama-3.1-8B,30,hellaswag,94,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,95,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,96,0,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,97,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,98,1,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,99,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,100,0,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,101,2,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,102,3,0,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,103,2,3,2,2,0,1,1
Llama-3.1-8B,30,hellaswag,104,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,105,2,2,3,3,1,0,0
Llama-3.1-8B,30,hellaswag,106,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,107,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,108,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,109,3,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,110,2,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,111,0,0,2,2,1,0,0
Llama-3.1-8B,30,hellaswag,112,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,113,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,114,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,115,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,116,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,117,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,118,2,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,119,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,120,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,121,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,122,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,123,0,2,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,124,2,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,125,2,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,126,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,127,0,0,1,1,1,0,0
Llama-3.1-8B,30,hellaswag,128,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,129,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,130,1,3,1,1,0,1,1
Llama-3.1-8B,30,hellaswag,131,0,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,132,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,133,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,134,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,135,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,136,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,137,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,138,0,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,139,0,2,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,140,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,141,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,142,2,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,143,3,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,144,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,145,3,2,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,146,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,147,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,148,1,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,149,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,150,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,151,3,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,152,3,2,3,3,0,1,1
Llama-3.1-8B,30,hellaswag,153,0,3,0,0,0,1,1
Llama-3.1-8B,30,hellaswag,154,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,155,0,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,156,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,157,3,3,2,2,1,0,0
Llama-3.1-8B,30,hellaswag,158,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,159,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,160,2,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,161,2,0,2,2,0,1,1
Llama-3.1-8B,30,hellaswag,162,1,2,1,1,0,1,1
Llama-3.1-8B,30,hellaswag,163,1,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,164,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,165,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,166,3,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,167,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,168,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,169,2,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,170,0,0,3,3,1,0,0
Llama-3.1-8B,30,hellaswag,171,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,172,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,173,2,2,3,3,1,0,0
Llama-3.1-8B,30,hellaswag,174,1,1,3,3,1,0,0
Llama-3.1-8B,30,hellaswag,175,0,1,0,0,0,1,1
Llama-3.1-8B,30,hellaswag,176,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,177,3,2,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,178,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,179,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,180,2,2,3,3,1,0,0
Llama-3.1-8B,30,hellaswag,181,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,182,0,0,3,3,1,0,0
Llama-3.1-8B,30,hellaswag,183,1,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,184,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,185,2,2,3,3,1,0,0
Llama-3.1-8B,30,hellaswag,186,0,2,0,0,0,1,1
Llama-3.1-8B,30,hellaswag,187,3,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,188,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,189,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,190,0,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,191,0,0,1,1,1,0,0
Llama-3.1-8B,30,hellaswag,192,2,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,193,1,1,0,0,1,0,0
Llama-3.1-8B,30,hellaswag,194,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,195,1,2,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,196,3,3,1,1,1,0,0
Llama-3.1-8B,30,hellaswag,197,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,198,0,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,199,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,200,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,201,1,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,202,1,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,203,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,204,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,205,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,206,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,207,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,208,2,2,0,0,1,0,0
Llama-3.1-8B,30,hellaswag,209,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,210,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,211,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,212,0,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,213,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,214,2,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,215,3,1,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,216,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,217,2,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,218,1,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,219,0,0,1,1,1,0,0
Llama-3.1-8B,30,hellaswag,220,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,221,3,2,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,222,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,223,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,224,0,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,225,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,226,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,227,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,228,3,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,229,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,230,1,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,231,1,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,232,0,0,3,3,1,0,0
Llama-3.1-8B,30,hellaswag,233,0,1,0,0,0,1,1
Llama-3.1-8B,30,hellaswag,234,1,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,235,0,2,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,236,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,237,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,238,1,3,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,239,3,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,240,3,1,3,3,0,1,1
Llama-3.1-8B,30,hellaswag,241,1,1,1,1,1,1,1
Llama-3.1-8B,30,hellaswag,242,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,243,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,244,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,245,2,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,246,1,2,2,2,0,0,0
Llama-3.1-8B,30,hellaswag,247,0,0,0,0,1,1,1
Llama-3.1-8B,30,hellaswag,248,2,2,2,2,1,1,1
Llama-3.1-8B,30,hellaswag,249,3,3,3,3,1,1,1
Llama-3.1-8B,30,hellaswag,250,2,1,3,3,0,0,0
Llama-3.1-8B,30,hellaswag,251,2,1,1,1,0,0,0
Llama-3.1-8B,30,hellaswag,252,1,0,0,0,0,0,0
Llama-3.1-8B,30,hellaswag,253,2,3,1,1,0,0,0
